date,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,MACD_Hist,BB_Mid,BB_Upper,BB_Lower
2020-05-08,76.41,77.59,76.07,77.53,134047940,79.95765989904838,1.8289733813017222,1.1699634541017692,0.659009927199953,71.64,77.04940701098802,66.23059298901198
2020-05-11,77.03,79.26,76.81,78.75,145946400,82.81406756828558,2.1116764076773222,1.3583060448168798,0.7533703628604425,72.162,78.1970994410331,66.12690055896691
2020-05-12,79.46,79.92,77.73,77.85,162301200,73.8546423687477,2.2373078225564598,1.534106400364796,0.7032014221916638,72.46650000000001,79.00937647992679,65.92362352007324
2020-05-13,78.04,78.99,75.8,76.91,200622556,65.33614855110773,2.2352548533300762,1.6743360909578522,0.560918762372224,72.75649999999999,79.5553614371897,65.95763856281027
2020-05-14,76.13,77.45,75.38,77.39,158929200,67.54196099018998,2.2464640101660507,1.7887616747994919,0.4577023353665588,73.0425,80.12426866103526,65.96073133896475
2020-05-15,75.09,76.97,75.05,76.93,166348400,63.10180670012403,2.192950226944461,1.8695993852284858,0.3233508417159754,73.35400000000001,80.54908721281404,66.15891278718598
2020-05-18,78.29,79.13,77.58,78.74,135372500,71.58321524711224,2.2704200523185136,1.9497635186464914,0.3206565336720222,73.82950000000001,81.1331932978784,66.52580670212161
2020-05-19,78.76,79.63,78.25,78.29,101729600,67.15505396859353,2.269344615761767,2.0136797380695466,0.25566487769222057,74.3895,81.2195712025263,67.5594287974737
2020-05-20,79.17,79.88,79.05,79.81,111504860,73.53554573035058,2.3638941214137645,2.0837226147383903,0.28017150667537427,74.9285,81.67868993884812,68.17831006115188
2020-05-21,79.67,80.22,78.97,79.21,102688844,67.55806264680815,2.3631691572218614,2.1396119232350843,0.22355723398677707,75.451,81.79640496820545,69.10559503179454
2020-05-22,78.94,79.81,78.84,79.72,81803200,69.95348437314449,2.3763542233709813,2.1869603832622637,0.18939384010871763,75.9,82.11125633532846,69.68874366467155
2020-05-26,80.88,81.06,79.13,79.18,125522000,64.16524417882297,2.316526520514927,2.2128736107127964,0.10365290980213038,76.31949999999999,82.20221858027705,70.43678141972293
2020-05-27,79.04,79.68,78.27,79.53,112945200,66.2535200176186,2.271174029439493,2.224533694458136,0.04664033498135689,76.8135,81.95004922051147,71.67695077948854
2020-05-28,79.19,80.86,78.91,79.56,133796412,66.446902508579,2.212152288232943,2.2220574132130975,-0.0099051249801545,77.19500000000001,81.92137615715757,72.46862384284245
2020-05-29,79.81,80.29,79.12,79.49,153598128,65.43732675438605,2.1351164250285706,2.2046692155761924,-0.06955279054762187,77.497,81.98150947854478,73.01249052145522
2020-06-01,79.44,80.59,79.3,80.46,81018612,72.19264049595195,2.1278077980162777,2.1892969320642095,-0.06148913404793177,77.90650000000001,81.843649783924,73.96935021607602
2020-06-02,80.19,80.86,79.73,80.83,87642816,74.39524591862889,2.1273488133426497,2.1769073083198975,-0.04955849497724785,78.2835,81.77853873933806,74.78846126066195
2020-06-03,81.17,81.55,80.58,81.28,104491216,76.95666681528768,2.138643354543177,2.1692545175645535,-0.030611163021376342,78.628,81.85514539003452,75.40085460996548
2020-06-04,81.1,81.41,80.19,80.58,87560400,65.24220358975128,2.0672798941784123,2.1488595928873253,-0.08157969870891302,78.899,81.7930294255224,76.0049705744776
2020-06-05,80.84,82.94,80.81,82.88,137250400,77.96099473221797,2.171285389400566,2.1533447521899736,0.01794063721059258,79.24600000000001,82.30567593743281,76.18632406256721
2020-06-08,82.56,83.4,81.83,83.37,95654536,79.77983456212161,2.2671155023022322,2.1760989022124253,0.09101660008980694,79.538,82.9967834794758,76.0792165205242
2020-06-09,83.04,86.4,83.0,86.0,147712400,86.61895314480705,2.5261605707887043,2.2461112359276814,0.2800493348610229,79.9005,84.38047873585178,75.4205212641482
2020-06-10,86.98,88.69,86.52,88.21,166651752,89.92348657168591,2.8766242504201216,2.3722138388261693,0.5044104115939523,80.4185,86.12740818209392,74.70959181790607
2020-06-11,87.33,87.77,83.87,83.98,201662452,58.18779539198736,2.7809861162234313,2.453968294305622,0.3270178219178095,80.772,86.44159981879349,75.10240018120652
2020-06-12,86.18,86.95,83.56,84.7,200146052,60.89806858461887,2.731799702066766,2.5095345758578507,0.22226512620891548,81.1375,86.83154444180613,75.44345555819388
2020-06-15,83.31,86.42,83.15,85.75,138808920,64.74357056480491,2.7458924009233243,2.5568061408709455,0.18908626005237883,81.57849999999999,87.26667156821713,75.89032843178285
2020-06-16,87.87,88.3,86.18,88.02,165428800,71.68894094058658,2.906724089190746,2.626789730534906,0.27993435865584004,82.04249999999999,88.24636254895414,75.83863745104584
2020-06-17,88.79,88.85,87.77,87.9,114406504,70.83775359404741,2.990034111745672,2.699438606777059,0.29059550496861286,82.523,88.98632194202918,76.05967805797081
2020-06-18,87.85,88.36,87.31,87.93,96820400,70.93729344054508,3.0236241965195063,2.7642757247255485,0.2593484717939578,82.929,89.68812762978993,76.16987237021007
2020-06-19,88.66,89.14,86.29,87.43,264476000,66.56774561443541,2.9755979188178685,2.8065401635440126,0.16905775527385591,83.34,90.1464551404492,76.5335448595508
2020-06-22,87.84,89.87,87.79,89.72,135445264,74.7779739798227,3.086738608153439,2.862579852465898,0.22415875568754107,83.84,90.98742795107368,76.69257204892632
2020-06-23,91.0,93.1,90.57,91.63,212155600,79.59942513650846,3.2910028108162948,2.9482644441359773,0.34273836668031743,84.4625,92.05578754818843,76.86921245181158
2020-06-24,91.25,92.2,89.63,90.02,192623396,67.12010696456286,3.2851015130642196,3.0156318579216257,0.2694696551425939,84.987,92.5948881501546,77.37911184984539
2020-06-25,90.18,91.25,89.39,91.21,137522512,70.99785855555253,3.3379697098332315,3.0800994283039467,0.2578702815292848,85.56949999999999,93.211724738083,77.92727526191698
2020-06-26,91.1,91.33,88.26,88.41,205256844,53.77849157142884,3.117989297503172,3.087677402143792,0.03031189535938017,86.0155,93.19070430664554,78.84029569335446
2020-06-29,88.31,90.54,87.82,90.45,130646076,61.60647597360835,3.0728423727716034,3.0847103962693545,-0.011868023497751068,86.515,93.4486418622311,79.5813581377689
2020-06-30,90.02,91.5,90.0,91.2,140223284,64.17990156143155,3.062281763676822,3.080224669750848,-0.017942906074026155,87.0335,93.7238112192577,80.34318878074231
2020-07-01,91.28,91.84,90.98,91.03,110737236,63.074192415951856,3.0055487307543984,3.0652894819515586,-0.05974075119716016,87.521,93.85764995337267,81.18435004662733
2020-07-02,91.96,92.62,90.91,91.03,114041600,63.07419241595185,2.9268485057495894,3.0376012867111646,-0.11075278096157515,88.04350000000001,93.65181816426082,82.4351818357392
2020-07-06,92.5,93.95,92.47,93.46,118655652,72.1915945084381,3.0256805402244566,3.035217137413823,-0.00953659718936617,88.5725,94.12574040064601,83.019259599354
2020-07-07,93.85,94.66,93.06,93.17,112424456,69.81778003901758,3.0454984528161617,3.037273400494291,0.008225052321870763,89.0625,94.40846306128559,83.71653693871441
2020-07-08,94.18,95.38,94.09,95.34,117092000,76.49181983121107,3.1994241854414014,3.0697035574837135,0.1297206279576879,89.52950000000001,95.35897311873927,83.70002688126075
2020-07-09,96.26,96.32,94.67,95.68,125642800,77.39546969839436,3.31068310205157,3.117899466397285,0.1927836356542847,89.90299999999999,96.30555902786232,83.50044097213767
2020-07-10,95.34,95.98,94.71,95.92,90257320,78.08169752680298,3.379268485697125,3.170173270257253,0.20909521543987175,90.5,96.80304521222612,84.19695478777388
2020-07-13,97.27,99.96,95.26,95.48,191649200,73.36996639285333,3.359393575610923,3.208017331327987,0.15137624428293606,91.039,97.0924423438672,84.9855576561328
2020-07-14,94.84,97.26,93.88,97.06,170989364,78.69640051148069,3.4315782634281504,3.25272951774802,0.17884874568013043,91.6045,97.69059969304499,85.51840030695502
2020-07-15,98.99,99.25,96.49,97.73,153198000,80.59544108208394,3.5024742067216863,3.3026784555427535,0.19979575117893278,92.09,98.5120311592614,85.66796884073861
2020-07-16,96.56,97.41,95.91,96.52,110577672,67.96974406328454,3.421581008940592,3.3264589662223214,0.09512204271827063,92.52099999999999,98.91598783999484,86.12601216000513
2020-07-17,96.99,97.15,95.84,96.33,92186900,66.09379218040033,3.3040540761042223,3.321977988198702,-0.017923912094479633,92.941,99.16757428835624,86.71442571164377
2020-07-20,96.42,98.5,96.06,98.36,90318000,74.70155410671248,3.336258854353744,3.3248341614297106,0.011424692924033586,93.4875,99.59495489243726,87.38004510756274
2020-07-21,99.17,99.25,96.74,97.0,103645836,62.446625648188515,3.2149804458101556,3.3028634183057997,-0.08788297249564403,93.8515,99.88078738042792,87.82221261957208
2020-07-22,96.69,97.98,96.6,97.27,89001652,63.806758669029165,3.1048622573978406,3.263263186124208,-0.15840092872636724,94.1335,100.25222114261229,88.01477885738771
2020-07-23,97.0,97.08,92.01,92.85,197004432,37.88706754068551,2.6306116851956034,3.136732885938487,-0.5061212007428835,94.275,100.11785618692183,88.43214381307818
2020-07-24,90.99,92.97,89.15,92.62,185438864,36.98499355359912,2.2107217874850846,2.9515306662478062,-0.7408088787627216,94.3455,100.06537292829023,88.62562707170977
2020-07-27,93.71,94.91,93.48,94.81,121214192,50.05098288958382,2.031255664920039,2.767475665982253,-0.7362200010622142,94.6655,99.65692622799051,89.67407377200948
