Datetime,Open_Prices,Low_Prices,High_Prices,Close_Prices,Volume
2025-03-21 15:30:00,215.31,215.01,218.825,217.55,20069225
2025-03-24 09:30:00,220.58,218.71,220.76,219.7516,8495964
2025-03-24 10:30:00,219.77,219.07,220.62,219.16,4676917
2025-03-24 11:30:00,219.155,218.9799,219.99,219.0,3274676
2025-03-24 12:30:00,218.98,218.83,219.48,219.285,3064126
2025-03-24 13:30:00,219.325,219.1,219.813,219.76,2535736
2025-03-24 14:30:00,219.7575,219.49,220.47,219.78,4150075
2025-03-24 15:30:00,219.78,219.66,220.95,220.72,14246422
2025-03-25 09:30:00,220.79,220.11,223.35,223.35,7834358
2025-03-25 10:30:00,223.38,222.32,223.8651,223.53,4023884
2025-03-25 11:30:00,223.54,223.02,223.655,223.12,2236174
2025-03-25 12:30:00,223.11,222.81,223.62,222.81,2317449
2025-03-25 13:30:00,222.82,222.62,223.91,223.49,2533887
2025-03-25 14:30:00,223.52,222.8,223.71,223.3984,3425408
2025-03-25 15:30:00,223.41,223.32,224.075,223.7005,10614965
2025-03-26 09:30:00,223.81,222.86,225.005,224.085,7700505
2025-03-26 10:30:00,224.05,223.13,224.3106,223.75,3264237
2025-03-26 11:30:00,223.74,222.19,223.88,223.675,3224927
2025-03-26 12:30:00,223.575,221.63,223.78,222.05,2853844
2025-03-26 13:30:00,222.06,221.4094,222.2098,221.83,2226650
2025-03-26 14:30:00,221.815,220.62,221.88,220.62,3056283
2025-03-26 15:30:00,220.64,220.4852,221.84,221.295,9818642
2025-03-27 09:30:00,221.39,220.58,222.07,221.64,5316039
2025-03-27 10:30:00,221.65,221.4166,223.23,222.79,3793090
2025-03-27 11:30:00,222.79,222.5822,223.745,223.195,2869468
2025-03-27 12:30:00,223.205,222.72,223.9798,223.0912,3508873
2025-03-27 13:30:00,223.08,223.0501,224.55,224.35,3524525
2025-03-27 14:30:00,224.36,224.0,224.98,224.79,3381229
2025-03-27 15:30:00,224.76,223.73,224.96,223.85,11111490
2025-03-28 09:30:00,221.67,219.73,223.79,219.91,8530298
2025-03-28 10:30:00,219.9,219.2,220.62,219.98,4849226
2025-03-28 11:30:00,219.9204,218.38,220.21,218.69,3076144
2025-03-28 12:30:00,218.67,218.21,219.12,218.5,3058237
2025-03-28 13:30:00,218.515,218.18,219.16,219.05,2311731
2025-03-28 14:30:00,219.03,218.12,219.15,218.49,3202662
2025-03-28 15:30:00,218.52,217.55,218.75,217.6,12108501
